country,date,incidence,T
Greece,2015-03-02,6.7836728241737605,55.0
Greece,2016-04-18,0.3556718618351395,59.0
Greece,2017-01-16,0.4428983591049835,39.0
Greece,2018-02-05,1.0589273105171797,55.0
Greece,2019-01-28,0.2637322457320277,51.0
Spain,2011-01-10,8.613935725344263,
Spain,2012-02-06,10.608986344578298,56.0
Spain,2013-02-25,8.341285970823414,55.0
Spain,2014-01-27,12.064223341029967,48.0
Spain,2015-02-02,10.045338366860586,53.0
Spain,2016-02-08,7.2053510091369155,53.0
Spain,2017-01-16,7.84988275021415,49.0
Spain,2018-01-15,11.379726964488208,52.0
Spain,2019-01-28,9.641432275171283,54.0
France,2011-01-24,4.7979205905324145,
France,2012-02-20,3.78671958800491,56.0
France,2013-01-28,5.107951634467595,49.0
France,2014-02-17,3.017141036793805,55.0
France,2015-02-16,3.5066053773031154,52.0
France,2016-03-07,3.9309488612390227,55.0
France,2017-01-09,3.0067553785414374,44.0
France,2018-01-22,2.0757748055089253,54.0
France,2019-02-04,3.069868714443807,54.0
Hungary,2010-02-01,1.8176273500406948,
Hungary,2011-01-24,6.376791168520765,51.0
Hungary,2012-03-05,5.986119791266641,58.0
Hungary,2013-03-04,4.779973108684903,52.0
Hungary,2014-03-10,2.140836804581277,53.0
Hungary,2015-02-16,7.868539794705709,49.0
Hungary,2016-02-29,5.1217110087674875,54.0
Hungary,2017-01-23,11.294887255308206,47.0
Hungary,2018-02-12,6.587427597994984,55.0
Hungary,2019-02-11,6.706538655420924,52.0
Ireland,2011-01-03,26.80619535039231,
Ireland,2012-02-20,5.808496765877405,59.0
Ireland,2013-01-07,11.537831950035416,46.0
Ireland,2014-02-17,8.35606182148778,58.0
Ireland,2015-02-16,11.145562228401026,52.0
Ireland,2016-01-25,16.253367862710395,49.0
Ireland,2017-01-02,19.65545393217886,49.0
Ireland,2018-01-15,27.894184341506634,54.0
Ireland,2019-02-04,12.008347649054192,55.0
Lithuania,2011-01-24,6.925412832862004,
Lithuania,2012-03-05,3.6052543753783097,58.0
Lithuania,2013-02-04,20.822902794275297,48.0
Lithuania,2014-03-17,6.670820364146743,58.0
Lithuania,2015-01-26,21.982831964762912,45.0
Lithuania,2016-02-08,28.693456549164452,54.0
Lithuania,2017-01-23,22.03242911407575,50.0
Lithuania,2018-02-05,32.38795136937933,54.0
Lithuania,2019-01-28,19.56655113736309,51.0
Latvia,2011-01-31,7.766896786873636,
Latvia,2012-03-26,4.4306959402419235,60.0
Latvia,2013-02-25,4.993652069489266,48.0
Latvia,2013-12-16,0.4993652069489266,42.0
Latvia,2015-01-26,9.768336195284464,58.0
Latvia,2016-01-25,7.827507615121242,52.0
Latvia,2017-02-06,2.1191181755918276,54.0
Latvia,2018-01-29,6.993622461879914,51.0
Latvia,2019-01-21,6.01061627832257,51.0
Netherlands,2010-01-18,0.4150805647657321,
Netherlands,2011-01-17,3.1250312687385797,52.0
Netherlands,2012-02-27,0.703586814046684,58.0
Netherlands,2013-02-04,2.7986544932115103,49.0
Netherlands,2014-02-24,0.6378019461679851,55.0
Netherlands,2015-02-16,1.9028543824826685,51.0
Netherlands,2016-02-08,2.5805709000442922,51.0
Netherlands,2017-01-30,1.8820967774048878,51.0
Netherlands,2018-01-22,3.403430694443259,51.0
Netherlands,2019-02-18,1.4104448189219323,56.0
Norway,2011-01-10,5.453210676362979,
Norway,2012-01-30,3.755576405032073,55.0
Norway,2013-01-07,7.679675026041361,49.0
Norway,2014-02-24,2.064856481324323,59.0
Norway,2015-02-16,4.108471030451782,51.0
Norway,2016-02-15,3.2699572028001302,52.0
Norway,2016-12-19,3.8830741783251543,44.0
Norway,2018-01-08,3.6414328050855107,55.0
Norway,2019-02-18,5.837184499674587,58.0
Poland,2010-04-12,0.1531044999453927,
Poland,2011-01-24,1.8347503739042883,41.0
Poland,2012-04-02,0.10179186458652684,62.0
Poland,2013-01-14,2.9225389835441944,41.0
Poland,2014-03-03,0.40606228248258686,59.0
Poland,2015-03-16,0.8617128753437537,54.0
Poland,2016-02-08,2.3285377671716145,47.0
Poland,2017-01-23,2.6539781773029905,50.0
Poland,2018-01-29,2.397977129093721,53.0
Poland,2019-02-04,2.1678741002780524,53.0
Portugal,2011-01-03,0.9268015989700196,
Portugal,2012-02-27,0.8309415603786235,60.0
Portugal,2013-03-04,3.863000561404353,53.0
Portugal,2014-01-27,3.481872391905775,47.0
Portugal,2015-01-19,5.4769716618747735,51.0
Portugal,2016-01-18,2.273502371690392,52.0
Portugal,2016-12-19,6.911447209938793,48.0
Portugal,2018-01-15,5.2352091936339065,56.0
Portugal,2019-01-28,6.474748991517376,54.0
Romania,2011-01-24,1.954856934340802,
Romania,2012-02-20,1.457520638423919,56.0
Romania,2013-03-04,0.9583050682774564,54.0
Romania,2014-03-03,0.868679148756979,52.0
Romania,2015-03-02,1.9696865243896433,52.0
Romania,2016-02-08,1.055555123644836,49.0
Romania,2017-01-02,0.8736403317107505,47.0
Romania,2018-03-05,1.2438568558842291,61.0
Romania,2019-01-28,1.1539202497282819,47.0
Sweden,2010-04-05,0.326619488296135,
Sweden,2011-01-31,3.5806126102665927,43.0
Sweden,2012-02-20,7.353259224014882,55.0
Sweden,2013-02-11,6.789597904924073,51.0
Sweden,2014-02-24,3.4370905028893044,54.0
Sweden,2015-02-23,4.496065942300487,52.0
Sweden,2016-02-01,4.054284738818709,49.0
Sweden,2016-12-26,2.5606008876749744,47.0
Sweden,2018-02-05,7.206901668185767,58.0
Sweden,2019-02-18,4.225337234728047,54.0
Slovenia,2010-04-12,3.448438940954843,
Slovenia,2011-01-31,25.10041766602831,42.0
Slovenia,2012-03-05,17.20939019066726,57.0
Slovenia,2013-01-28,18.175493824482988,47.0
Slovenia,2014-02-17,27.973499575097268,55.0
Slovenia,2015-01-26,26.966369260300233,49.0
Slovenia,2016-02-01,19.59331910923677,53.0
Slovenia,2017-01-16,23.000352982012892,50.0
Slovenia,2018-01-15,19.556252974994983,52.0
Slovenia,2019-01-28,26.37599280580143,54.0
Slovakia,2010-03-22,0.1805698205713807,
Slovakia,2011-02-14,2.7018291599559237,47.0
Slovakia,2012-02-27,1.437410269663916,54.0
Slovakia,2013-03-11,5.735450345410328,54.0
Slovakia,2014-03-24,1.7879154650682796,54.0
Slovakia,2015-02-23,5.172220680464487,48.0
Slovakia,2016-02-22,4.625802469979253,52.0
Slovakia,2017-01-30,7.6316682855269065,49.0
Slovakia,2018-02-26,7.967158029039832,56.0
Slovakia,2019-02-25,5.65175549884019,52.0
Italy,2010-03-22,0.15333297850946306,
Italy,2011-01-31,1.8539485492300671,45.0
Italy,2012-01-23,2.5470751187571223,51.0
Italy,2013-02-04,2.017334726754461,54.0
Italy,2014-02-03,0.7615969845254529,52.0
Italy,2015-01-26,3.5144625668213596,51.0
Italy,2016-02-22,3.441199264961186,56.0
Italy,2017-01-16,1.9872243803357366,47.0
Italy,2018-01-08,3.4803399329724867,51.0
Italy,2019-01-28,3.2396360153786974,55.0
Finland,2011-01-17,11.920337724028315,
Finland,2012-02-13,10.3950262175555,56.0
Finland,2013-02-04,7.584996078557025,51.0
Finland,2014-02-17,2.3969210553400027,54.0
Finland,2015-03-02,2.205136092730383,54.0
Finland,2016-01-18,3.479816897163023,46.0
Finland,2016-12-19,2.7472238661813337,48.0
Finland,2018-02-12,4.912225623544274,60.0
Finland,2019-02-18,1.4506664778866025,53.0
