country,date,incidence
Belgium,2021-03-14,245.136
Belgium,2021-03-15,253.274
Belgium,2021-03-16,260.591
Belgium,2021-03-17,279.87
Belgium,2021-03-18,294.773
Belgium,2021-03-19,312.533
Belgium,2021-03-20,331.383
Belgium,2021-03-21,348.909
Belgium,2021-03-22,357.133
Belgium,2021-03-23,359.498
Belgium,2021-03-24,372.086
Belgium,2021-03-25,389.71
Belgium,2021-03-26,398.632
Belgium,2021-03-27,405.827
Belgium,2021-03-28,412.666
Belgium,2021-03-29,415.264
Belgium,2021-03-30,416.674
Belgium,2021-03-31,415.068
Belgium,2021-04-01,404.773
Belgium,2021-04-02,394.514
Belgium,2021-04-03,383.079
Belgium,2021-04-04,372.711
Belgium,2021-04-05,368.347
Belgium,2021-04-06,366.166
Belgium,2021-04-07,309.885
Belgium,2021-04-08,310.658
Belgium,2021-04-09,310.841
Belgium,2021-04-10,308.108
Belgium,2021-04-11,303.243
Belgium,2021-04-12,299.088
Belgium,2021-04-13,296.538
Belgium,2021-04-14,335.415
Belgium,2021-04-15,323.416
Belgium,2021-04-16,313.06
Belgium,2021-04-17,305.02
Belgium,2021-04-18,299.149
Belgium,2021-04-19,298.659
Belgium,2021-04-20,298.744
Belgium,2021-04-21,307.373
Belgium,2021-04-22,309.554
Belgium,2021-04-23,311.601
Belgium,2021-04-24,311.479
Belgium,2021-04-25,306.834
Belgium,2021-04-26,301.527
Belgium,2021-04-27,299.394
Belgium,2021-04-28,285.091
Belgium,2021-04-29,276.536
Belgium,2021-04-30,268.974
Belgium,2021-05-01,263.447
Belgium,2021-05-02,261.621
Belgium,2021-05-03,254.831
Belgium,2021-05-04,254.818
Belgium,2021-05-05,255.59
Belgium,2021-05-06,254.316
Belgium,2021-05-07,256.277
Belgium,2021-05-08,258.336
Belgium,2021-05-09,255.909
Belgium,2021-05-10,260.554
Belgium,2021-05-11,257.11
Belgium,2021-05-12,245.197
Belgium,2021-05-13,237.022
Belgium,2021-05-14,227.193
Belgium,2021-05-15,195.67
Belgium,2021-05-16,186.649
Belgium,2021-05-17,181.024
Belgium,2021-05-18,179.565
Belgium,2021-05-19,182.249
Belgium,2021-05-20,185.546
Belgium,2021-05-21,189.395
Belgium,2021-05-22,207.326
Belgium,2021-05-23,205.72
Belgium,2021-05-24,207.926
Belgium,2021-05-25,208.38
Belgium,2021-05-26,175.496
Belgium,2021-05-27,169.773
Belgium,2021-05-28,162.603
Belgium,2021-05-29,160.201
Belgium,2021-05-30,155.274
Belgium,2021-05-31,151.364
Belgium,2021-06-01,149.268
Belgium,2021-06-02,163.105
Belgium,2021-06-03,149.513
Belgium,2021-06-04,136.84
Belgium,2021-06-05,127.685
Belgium,2021-06-06,119.4
Belgium,2021-06-07,113.652
Belgium,2021-06-08,111.164
Belgium,2021-06-09,101.481
Belgium,2021-06-10,93.613
Belgium,2021-06-11,85.524
Belgium,2021-06-12,76.92
Belgium,2021-06-13,69.958
Belgium,2021-06-14,66.808
Belgium,2021-06-15,64.468
Belgium,2021-06-16,58.683
Belgium,2021-06-17,52.481
Belgium,2021-06-18,47.321
Belgium,2021-06-19,43.473
Belgium,2021-06-20,39.122
Belgium,2021-06-21,37.7
Belgium,2021-06-22,36.842
Belgium,2021-06-23,33.374
Belgium,2021-06-24,31.29
Belgium,2021-06-25,31.008
Belgium,2021-06-26,29.648
Belgium,2021-06-27,29.329
Belgium,2021-06-28,29.157
Belgium,2021-06-29,29.623
Belgium,2021-06-30,31.045
Belgium,2021-07-01,33.398
Belgium,2021-07-02,36.229
Belgium,2021-07-03,40.36
Belgium,2021-07-04,44.416
Belgium,2021-07-05,47.615
Belgium,2021-07-06,49.932
Belgium,2021-07-07,54.834
Belgium,2021-07-08,60.766
Belgium,2021-07-09,67.458
Belgium,2021-07-10,74.211
Belgium,2021-07-11,81.099
Belgium,2021-07-12,87.019
Belgium,2021-07-13,92.105
Belgium,2021-07-14,101.481
Belgium,2021-07-15,106.237
Belgium,2021-07-16,109.583
Belgium,2021-07-17,111.58
Belgium,2021-07-18,115.012
Belgium,2021-07-19,116.25
Belgium,2021-07-20,116.949
Belgium,2021-07-21,121.471
Belgium,2021-07-22,127.918
Belgium,2021-07-23,119.853
Belgium,2021-07-24,126.275
Belgium,2021-07-25,127.33
Belgium,2021-07-26,127.979
Belgium,2021-07-27,127.317
Belgium,2021-07-28,127.072
Belgium,2021-07-29,122.721
Belgium,2021-07-30,134.536
Belgium,2021-07-31,132.918
Belgium,2021-08-01,134.634
Belgium,2021-08-02,134.99
Belgium,2021-08-03,138.323
Belgium,2021-08-04,140.027
Belgium,2021-08-05,144.304
Belgium,2021-08-06,145.8
Belgium,2021-08-07,146.461
Belgium,2021-08-08,150.579
Belgium,2021-08-09,151.67
Belgium,2021-08-10,150.04
Belgium,2021-08-11,154.269
Belgium,2021-08-12,157.566
Belgium,2021-08-13,159.012
Belgium,2021-08-14,162.958
Belgium,2021-08-15,164.674
Belgium,2021-08-16,165.606
Belgium,2021-08-17,163.681
Belgium,2021-08-18,166.537
Belgium,2021-08-19,166.905
Belgium,2021-08-20,170.275
Belgium,2021-08-21,168.412
Belgium,2021-08-22,168.069
Belgium,2021-08-23,167.248
Belgium,2021-08-24,169.577
Belgium,2021-08-25,167.432
Belgium,2021-08-26,170.03
Belgium,2021-08-27,171.599
Belgium,2021-08-28,173.805
